1000 10000
946 971 -26
674 782 3
414 488 -16
307 830 25
602 896 -79
73 134 -75
44 438 -94
413 446 -43
743 771 -22
378 552 79
649 866 83
561 830 -28
560 808 84
45 760 -41
156 236 90
34 435 1
205 725 95
102 428 -24
76 660 -93
573 674 87
234 924 59
36 701 -11
289 903 9
337 411 0
487 697 -99
476 777 -10
788 805 6
478 846 -39
770 999 -92
51 804 -46
58 456 63
165 218 -37
213 638 96
607 766 -89
411 748 -12
4 594 -54
354 699 70
217 855 46
24 162 -57
295 678 48
284 645 -28
604 870 53
218 618 -5
221 613 76
147 311 -80
127 715 28
86 289 81
380 683 7
327 488 15
358 721 -47
605 938 36
165 217 34
116 663 -95
594 824 17
851 909 -99
533 759 55
246 423 -92
140 144 -28
745 817 -42
333 377 -91
588 844 22
540 763 70
222 391 -63
671 980 85
93 979 31
470 813 68
611 981 78
339 422 -7
31 361 71
642 922 46
216 810 -86
424 480 75
360 402 59
172 828 88
19 790 16
441 477 -61
859 985 75
422 979 43
231 382 39
568 805 -33
145 927 81
922 972 -52
770 941 -91
598 606 84
161 590 86
30 934 -60
763 853 77
563 772 77
611 707 46
99 532 41
734 868 -55
441 691 71
859 953 99
240 312 -53
164 332 -21
246 751 -83
130 361 81
229 476 67
561 623 -64
415 536 -29
729 746 56
41 710 39
261 393 -42
11 178 -90
308 924 65
385 399 -34
8 951 8
91 839 92
171 449 -20
158 260 -18
313 872 40
483 842 -55
274 758 -87
75 658 -66
25 676 -90
71 83 50
321 683 93
386 985 87
95 220 26
368 714 85
788 952 -41
184 979 78
938 952 91
337 610 86
326 723 22
449 773 70
515 756 16
60 911 17
94 549 37
77 573 62
654 862 -12
552 991 -19
242 877 -57
43 629 -40
657 736 -61
732 919 -36
280 374 75
790 946 -87
100 444 32
452 651 49
45 559 -79
20 187 -46
29 909 -20
957 992 -10
330 938 -77
417 728 -36
469 517 -59
272 509 -97
67 278 6
454 649 -31
652 714 -75
609 638 74
304 928 -68
405 721 -28
188 226 -6
48 857 64
272 486 22
77 654 62
306 490 93
479 820 6
123 175 -11
292 580 -34
242 831 52
170 450 -95
118 793 -19
772 934 -9
423 503 45
322 952 58
127 423 90
125 714 -13
718 866 -73
225 587 98
158 408 -37
183 910 -85
486 844 78
618 721 20
197 234 -27
353 452 84
238 822 68
767 814 -68
527 606 54
440 788 -70
636 749 -36
609 821 -35
195 515 34
420 868 -34
9 555 47
322 916 43
399 873 34
5 838 -35
105 224 -77
365 833 -45
280 880 -23
210 699 -86
586 765 79
24 853 -36
422 623 -35
628 723 35
513 947 -60
6 229 56
285 532 57
696 741 -93
274 281 -93
649 930 8
296 553 31
371 467 -66
331 679 46
486 929 7
401 624 -82
26 728 40
658 950 94
127 597 -44
411 945 34
81 90 -38
387 909 96
156 837 -49
557 884 64
105 611 7
54 406 -32
532 977 -72
660 740 -3
92 642 -4
454 550 -1
151 609 -46
386 563 -50
19 410 -19
815 853 -82
155 829 22
278 814 47
271 405 35
437 858 9
108 588 -86
489 670 -24
345 898 16
197 651 -9
584 805 -96
396 861 -27
800 963 -54
399 564 78
672 865 -14
39 353 84
253 383 -12
75 903 59
308 658 -29
55 257 -52
359 571 -14
275 393 58
257 673 -41
427 711 9
679 875 27
739 949 92
22 46 -27
533 630 6
243 873 -19
530 618 13
156 202 -34
396 582 61
141 270 44
537 880 -79
59 910 -28
387 591 41
260 314 -1
516 843 -1
23 288 12
74 684 -66
464 566 -74
352 754 21
802 812 -3
189 946 39
259 641 -75
129 508 48
417 861 84
286 404 3
219 630 47
383 721 -34
39 523 -52
592 984 57
185 584 45
247 313 -72
459 810 -27
565 584 -47
213 595 3
239 668 45
498 629 99
409 441 56
593 954 -18
200 792 -85
165 953 -54
100 702 -98
354 648 -11
457 944 3
306 755 86
163 795 -72
292 749 15
83 701 -57
217 712 -2
201 765 -80
592 906 30
400 935 -24
12 41 53
626 806 13
729 917 -53
163 781 36
227 639 -65
191 646 -6
538 589 97
422 824 95
433 549 -70
174 785 -43
349 513 92
512 530 42
168 308 -31
305 539 -6
76 104 -35
331 877 13
231 885 51
21 747 -45
448 991 -77
172 520 -99
203 369 30
658 666 -45
348 512 47
151 396 33
531 897 99
1 757 30
588 827 17
382 401 -55
66 501 76
12 824 -42
676 974 -25
178 207 -17
7 276 -70
32 901 -89
79 860 30
86 260 -2
479 938 89
303 785 59
812 938 49
115 120 -48
395 919 30
21 171 -48
232 379 -12
464 615 -66
93 609 -53
393 466 74
403 576 -73
374 695 -88
644 819 66
191 615 65
178 993 63
144 431 -59
39 966 -34
61 431 -37
263 637 0
41 636 -23
211 990 43
210 956 74
739 791 -58
18 221 -70
335 805 -44
82 866 96
345 649 35
11 689 10
54 1000 -4
179 615 5
64 969 -35
434 706 2
247 862 -84
329 833 -83
482 820 3
830 966 72
20 777 39
308 446 38
574 861 20
23 631 -65
270 650 70
26 329 -88
295 961 39
90 580 -50
377 990 -27
600 915 86
623 704 89
312 353 44
518 870 -52
41 198 53
193 353 60
124 512 41
622 853 -92
221 379 -63
82 405 89
334 717 22
175 203 -80
215 934 95
457 478 12
320 607 4
228 597 89
306 327 46
136 710 44
470 868 63
42 844 -75
372 777 27
180 240 -58
364 846 -73
312 663 -76
320 923 49
58 295 -58
514 522 -2
30 717 -14
394 401 50
9 634 -81
155 724 7
170 536 -77
127 458 -21
381 773 97
254 1000 -92
29 59 14
265 453 64
199 626 -67
227 705 87
762 817 -66
640 944 37
372 535 53
886 898 47
762 956 98
379 464 44
465 662 55
144 691 -43
362 960 -74
1 164 -22
28 50 -49
297 925 52
410 951 39
484 766 -94
300 551 -96
46 440 -46
153 873 -11
37 286 76
226 313 -72
522 925 67
107 227 -22
918 943 70
267 820 -83
58 730 20
184 955 -14
469 591 -27
800 817 20
76 541 -24
748 999 -94
17 417 34
36 118 -99
200 272 54
311 923 -8
75 129 68
493 669 3
450 592 59
846 867 42
316 494 -45
352 766 -71
720 867 -95
141 256 -60
381 737 -16
226 520 -75
736 970 76
219 933 88
434 713 13
485 786 -1
703 897 90
452 505 -9
126 832 -96
773 998 -25
2 860 53
220 594 39
153 379 12
866 990 72
763 963 -34
766 945 58
422 855 -5
231 627 36
232 242 29
669 835 38
173 904 28
453 769 -53
740 768 0
36 711 81
488 566 27
70 317 81
363 558 -56
31 247 -9
150 390 -16
843 922 52
6 661 -93
716 976 -5
733 815 76
49 910 -36
272 345 54
364 592 -59
105 276 -14
549 868 7
225 754 5
729 763 -24
453 495 77
315 362 -5
11 260 89
549 975 -46
177 761 -77
637 980 85
390 543 47
305 772 63
142 224 -46
604 808 72
614 863 -71
170 514 66
644 930 18
404 633 16
664 947 -43
207 435 53
152 700 -45
218 755 -28
183 800 -56
776 969 37
419 856 -10
328 612 24
620 991 11
618 826 86
733 769 35
302 764 -43
353 915 -32
128 270 84
347 478 0
213 696 -93
830 932 -49
486 664 25
21 249 53
373 686 49
307 586 49
50 933 75
126 925 -25
138 471 -92
403 443 68
94 928 34
467 888 -42
145 925 42
730 792 66
841 943 71
219 649 37
120 182 74
943 976 -90
378 389 -82
177 265 96
439 673 -72
491 582 67
91 785 90
580 740 -10
737 762 -35
32 726 43
103 126 77
654 726 -60
33 517 80
200 875 71
291 314 14
725 894 -91
27 814 -42
104 438 -67
563 945 -77
22 538 46
679 922 87
211 878 6
524 821 -48
140 898 -74
307 522 79
457 818 -41
346 388 -80
418 420 -13
221 630 -66
67 393 73
48 559 99
269 906 96
779 876 96
684 938 -38
219 677 46
413 638 -43
610 633 -74
29 748 -66
148 666 13
63 572 90
139 290 97
76 788 53
1 6 -48
413 993 -12
87 954 72
187 439 19
457 934 0
348 444 -80
730 934 9
517 964 64
14 316 67
358 480 -75
600 919 -44
391 916 -41
201 594 25
37 658 -84
146 388 83
148 461 29
513 997 54
330 829 -32
696 796 -17
95 289 95
432 752 -99
578 683 46
830 876 -13
224 668 15
350 800 -49
680 704 1
171 399 23
265 719 64
364 503 10
46 309 -68
184 634 -72
189 302 -10
340 960 32
286 664 46
456 670 0
740 817 90
180 353 -72
142 661 55
428 775 2
765 968 81
414 724 -78
51 525 52
194 605 -28
72 422 -78
424 551 -29
44 685 -79
234 464 97
380 998 90
145 769 63
645 668 52
273 334 73
352 757 45
255 527 15
248 563 -67
66 481 -9
252 797 -55
372 419 87
439 893 -4
30 578 55
734 753 12
280 481 84
728 753 19
29 170 89
280 997 -57
746 768 17
222 990 -15
23 604 -99
764 775 23
244 960 -47
64 467 -30
272 496 -49
621 808 29
147 905 44
721 860 59
234 711 11
335 826 13
646 661 91
127 274 93
844 898 52
3 934 -56
201 432 99
673 838 51
417 524 18
77 311 30
876 936 -80
685 719 -1
618 958 78
158 778 -52
732 740 64
569 921 -9
490 548 20
423 553 9
238 312 -65
545 621 -55
161 674 50
892 968 24
86 536 59
266 277 -84
176 957 -31
142 510 -43
561 905 -6
73 310 43
277 520 78
439 606 -82
67 320 -76
276 861 -44
354 988 82
188 700 -85
100 193 34
502 878 38
317 397 40
107 975 75
294 905 67
664 765 5
589 651 26
128 912 -5
192 456 -97
236 421 37
378 904 -22
99 705 87
7 355 -18
565 566 72
31 477 -69
19 222 -92
31 606 -11
334 760 22
110 784 13
84 468 -7
60 195 59
533 760 -18
288 915 72
306 817 -81
199 293 -71
979 994 73
456 939 -3
23 211 11
571 758 -9
428 455 -56
681 716 -8
498 690 35
407 983 -5
400 780 -25
70 381 29
541 592 -25
111 935 16
362 674 -85
494 706 -1
536 789 50
195 256 81
387 959 -52
282 340 -99
174 425 30
359 847 0
839 872 0
654 684 -31
382 442 87
269 990 33
438 580 -83
84 719 0
831 860 -26
29 80 -42
495 918 -29
149 961 71
259 695 81
215 880 -10
652 947 28
382 929 -64
759 843 -10
453 922 -90
220 948 43
533 667 -40
22 925 61
24 236 -13
342 970 -11
622 628 43
106 471 70
261 559 86
782 833 -4
45 448 94
419 556 79
845 931 -44
539 908 54
250 888 91
114 356 52
91 374 22
779 872 -73
175 568 -42
123 274 98
118 195 57
454 612 -67
214 411 -49
524 855 -85
660 945 -6
80 790 34
802 859 78
53 536 26
148 446 -98
208 248 -80
454 818 -83
477 842 14
273 701 80
230 489 -45
624 699 -1
160 581 -60
159 378 70
3 758 19
703 820 61
176 544 -12
493 876 -87
185 334 87
789 809 34
95 721 -25
348 605 35
55 350 -24
110 238 -15
413 728 -20
220 261 -96
445 584 -84
719 725 -71
165 549 -94
896 930 -81
759 985 64
932 996 -97
271 659 0
497 531 -82
433 719 -31
503 789 -52
404 848 -72
777 907 -99
8 648 71
278 524 35
373 671 -85
389 417 12
272 617 -33
464 907 -76
276 813 -56
967 992 -91
316 974 -95
832 839 -57
502 543 66
312 679 -22
648 957 -8
637 863 -6
265 464 6
398 430 -45
541 713 4
372 414 -13
308 481 -18
511 941 52
161 897 -20
27 150 88
695 842 -68
93 266 -76
381 806 59
174 794 5
6 924 71
217 625 -25
785 998 75
64 376 98
111 719 -91
921 984 10
301 771 -70
128 296 -99
404 971 67
545 595 83
659 894 16
75 716 -90
734 786 38
654 801 -62
571 933 4
4 412 -65
686 974 -33
518 582 51
528 668 96
639 735 -37
228 724 41
29 904 -35
140 188 -16
143 334 65
199 371 -87
39 68 79
59 876 -48
39 866 -64
618 658 69
705 913 48
196 765 2
168 450 -57
718 897 72
552 936 32
633 779 37
23 155 -35
164 606 -37
586 662 79
282 702 98
408 801 -23
305 448 7
92 999 -36
76 426 -75
411 580 42
368 432 23
18 403 -38
37 137 -73
418 696 43
80 861 -73
1 505 -86
412 829 -31
260 407 -59
161 398 -51
625 887 -37
148 874 -34
478 918 14
140 909 -13
141 452 0
280 732 33
194 490 -71
923 943 -46
900 936 -62
84 649 -44
11 126 29
503 844 -98
295 999 -97
83 283 69
41 476 -21
316 421 -50
356 914 -42
87 914 42
273 450 24
116 575 45
195 574 39
477 561 -78
801 954 -74
25 573 86
229 290 18
213 667 94
371 485 66
364 946 -13
105 910 -29
666 808 -90
117 960 38
141 777 -11
5 530 -85
94 932 -86
205 302 -29
595 921 20
50 700 -67
210 610 -86
277 726 -52
53 864 0
338 745 78
217 269 15
774 946 20
693 892 -74
443 743 58
404 697 71
524 973 -99
387 700 -32
37 512 -20
80 736 -77
33 450 -45
143 773 -66
526 567 91
222 363 -98
239 798 -70
356 849 -59
219 780 92
515 823 50
48 272 23
42 820 53
245 567 -55
806 960 86
609 956 73
633 964 92
637 764 -31
334 459 -29
381 705 -47
554 746 -89
150 645 -4
803 843 57
451 832 -64
9 816 51
646 835 61
91 168 -37
386 795 4
94 291 55
712 739 -48
206 554 -53
389 618 -74
126 979 87
49 961 78
139 617 -79
184 354 27
84 630 34
795 983 -11
541 965 -56
531 934 36
8 324 86
318 372 99
286 531 -97
26 67 33
68 461 -14
26 403 -6
342 363 -74
245 764 -38
87 777 -71
94 723 -23
254 522 68
2 899 -14
422 429 16
624 806 -69
396 986 -24
159 663 86
758 792 -59
336 656 4
690 771 -15
551 933 37
459 556 -53
330 854 -26
13 345 13
73 123 -71
207 339 -39
675 796 71
88 566 25
372 815 -22
28 273 70
357 998 -41
155 362 35
560 579 37
829 898 51
624 823 -86
278 478 10
82 505 27
221 431 61
376 750 27
65 661 42
794 894 -81
120 969 57
713 936 -62
125 191 -14
494 558 55
470 714 -31
571 759 -46
175 541 39
687 973 -88
346 445 35
58 450 43
410 575 94
202 903 -71
23 603 -60
713 859 -26
400 667 6
595 639 -91
679 940 -13
129 758 -48
167 595 37
148 361 -41
502 963 -14
361 642 13
220 660 48
166 992 -84
670 898 4
7 105 55
446 699 -46
40 806 -68
541 835 -46
60 828 -15
264 631 88
607 925 -51
409 822 -77
513 686 5
131 652 61
43 130 -55
316 555 87
614 903 -81
519 822 -43
746 996 52
808 944 84
41 425 -83
595 971 35
226 569 7
252 391 67
599 621 6
503 506 20
156 310 -18
99 103 17
102 495 -63
72 851 -52
419 860 -91
260 463 -96
55 232 13
387 561 6
542 977 38
8 431 14
109 130 -69
422 980 -80
573 634 58
207 832 -8
262 274 51
12 358 -94
334 733 96
93 411 -92
463 893 32
236 914 -73
486 885 -68
177 443 34
286 450 76
624 995 65
356 614 94
25 188 0
2 733 -91
466 998 -9
478 702 54
289 654 -99
428 926 67
51 986 -98
394 599 -5
558 933 42
87 643 73
683 904 -26
512 681 -47
322 947 -71
375 591 -66
117 928 -82
741 862 52
448 650 30
534 657 -83
110 339 -92
142 492 -18
580 633 40
48 476 37
568 643 -54
90 838 -60
494 496 10
155 605 85
105 646 12
146 974 51
893 905 41
720 831 -60
268 473 6
67 105 87
298 562 32
804 871 67
880 975 84
205 837 -1
81 995 11
273 825 89
348 892 10
99 767 96
429 748 97
299 517 -52
237 396 96
50 425 -59
44 471 7
95 149 16
80 497 -32
530 629 -41
410 491 31
7 884 84
133 473 -4
182 764 -5
113 235 -43
313 614 66
351 392 -23
17 332 0
433 508 99
316 836 19
324 968 -88
440 494 76
873 958 -5
185 724 79
75 755 99
100 772 -97
532 649 95
467 485 38
143 727 56
85 572 58
664 957 -99
132 388 19
238 619 -18
68 71 38
487 716 52
844 953 -7
716 922 27
338 800 -74
2 826 0
21 309 -1
772 991 -54
191 546 66
32 519 61
362 869 30
584 810 -28
148 503 -90
92 328 -88
442 464 34
89 565 -18
585 634 -63
455 525 0
745 783 3
592 932 -14
257 786 -90
700 831 -52
624 987 20
428 539 -45
10 475 -29
534 782 -96
564 900 -9
183 724 97
333 540 36
371 589 46
867 928 -85
531 757 -70
252 540 58
33 608 55
365 859 54
404 441 -12
201 943 -55
142 702 -10
568 896 26
426 949 5
201 417 -42
376 798 32
162 987 26
390 692 77
234 892 -48
283 606 -29
232 788 99
204 442 -19
239 252 -63
143 590 -5
186 784 -66
17 715 -13
618 777 56
816 826 -18
257 338 10
474 942 -99
657 968 -65
440 932 81
395 998 62
12 619 6
9 270 98
85 717 65
407 876 88
140 702 -81
147 796 21
403 430 -94
149 857 99
706 828 75
328 874 73
939 943 -56
167 997 47
136 629 87
61 128 -18
265 815 -83
474 535 -74
593 602 87
827 861 -34
152 492 16
516 840 36
145 424 58
129 837 -79
515 745 13
402 440 69
299 922 -35
104 142 41
278 620 60
54 271 90
270 399 -39
137 505 12
582 944 30
147 291 -2
190 445 -84
27 645 19
656 932 -30
202 821 49
443 842 -93
346 806 67
350 740 24
179 496 93
231 368 -77
149 257 27
80 711 -24
531 626 -31
467 678 -54
722 835 5
423 782 55
549 961 9
87 779 -91
588 672 -2
327 382 51
235 304 -88
843 912 -86
92 917 -23
873 979 -56
818 880 64
904 908 -48
579 751 61
429 865 23
99 812 -53
6 140 60
231 836 12
221 815 91
38 208 -54
116 803 35
349 905 -5
213 229 -64
392 918 -24
58 837 22
635 673 -46
439 855 83
290 646 -35
23 445 -58
164 371 -33
98 744 -49
367 974 34
163 257 -67
214 243 -72
4 908 39
197 228 -65
250 624 -93
727 787 58
176 208 67
534 603 69
437 859 29
2 554 49
242 461 -10
176 469 1
47 800 41
125 301 67
835 860 -44
214 789 87
2 969 52
2 522 12
598 696 -84
526 742 86
154 178 68
340 413 -81
870 979 79
190 932 86
285 751 96
525 739 -93
130 786 -22
656 909 -95
414 964 21
356 729 -33
65 577 89
77 996 28
179 578 58
668 805 77
400 934 -83
661 780 25
95 699 -26
54 412 80
271 476 -47
699 928 -2
505 613 -31
417 461 -77
13 861 -42
120 792 -45
171 773 60
536 942 5
564 953 85
640 880 -89
253 422 -60
590 882 74
602 718 65
189 264 -83
36 44 -34
140 337 37
444 824 -12
355 815 -10
23 776 -39
514 612 54
583 772 10
35 646 81
416 689 96
334 555 28
142 509 72
435 496 -41
458 533 -82
47 789 -85
648 913 -51
234 293 20
649 769 62
184 577 -37
12 731 -4
264 988 40
128 227 41
226 746 -38
59 979 -55
439 660 41
231 367 73
879 962 -97
218 439 -37
17 879 84
723 976 63
19 133 -84
170 988 89
184 960 -90
414 716 -55
606 946 -2
44 892 59
123 244 4
318 469 3
487 688 -59
209 701 -73
884 964 98
